Cust_ID,Cust_FName,Cust_LName,Cust_Address,Cust_City,Cust_Country,Cust_State,Cust_Zip,Cust_PhoneNum
927,Alisun,Munslow,6 Service Point,Birmingham,US,Alabama,35295,205-211-3886
928,Tarrance,Muneely,63099 Larry Way,Washington,US,District of Columbia,20503,202-999-7261
929,Elita,Boydle,77 Little Fleur Parkway,Worcester,US,Massachusetts,01654,508-530-1627
930,Chantal,Jeckells,7205 Forest Dale Hill,Waco,US,Texas,76796,254-343-8864
931,Jandy,Batham,67472 Schlimgen Crossing,San Francisco,US,California,94126,415-313-8176
932,Hans,Parcell,61 Messerschmidt Pass,Pasadena,US,California,91125,626-196-9090
933,Gradey,Damiral,6 Badeau Place,Nashville,US,Tennessee,37250,615-369-2902
934,Charles,Beaton,14 Merchant Point,Savannah,US,Georgia,31410,912-875-7594
935,Lindsy,Bannell,61 Springs Junction,Greensboro,US,North Carolina,27415,336-121-5963
936,Agace,Imlin,15756 Weeping Birch Terrace,Atlanta,US,Georgia,30323,770-949-6161
937,Minta,Wayland,01982 Homewood Point,San Jose,US,California,95133,408-392-4852
938,Robbie,Tolotti,719 Mitchell Terrace,Birmingham,US,Alabama,35205,205-400-9195
939,Henrie,Kerford,174 Grim Drive,Lexington,US,Kentucky,40581,859-670-4960
940,Barbette,Gookey,9 Corben Lane,Clearwater,US,Florida,33758,813-534-6228
941,Clare,Congram,3 Crownhardt Hill,Phoenix,US,Arizona,85045,602-122-7103
942,Rosie,Beavers,59600 Killdeer Crossing,Corona,US,California,92878,951-409-9719
943,Micky,Slyme,588 Stone Corner Street,Pueblo,US,Colorado,81005,719-658-1438
944,Gill,Lofthouse,374 Northport Crossing,Denver,US,Colorado,80241,720-161-1125
945,Gabbie,Shakshaft,9485 Northwestern Court,Bakersfield,US,California,93386,661-682-2605
946,Freemon,Liggins,77 Prairie Rose Street,Lynn,US,Massachusetts,01905,781-396-5567
947,Cesare,Maund,78 Aberg Center,Colorado Springs,US,Colorado,80920,719-279-3656
948,Floris,Allewell,9241 Hallows Trail,New Orleans,US,Louisiana,70165,504-688-6976
949,Rheba,Planks,181 Canary Drive,Chicago,US,Illinois,60686,312-616-3430
950,Silvana,Lidgate,439 Luster Road,Houston,US,Texas,77005,281-544-5753
951,Koren,Ebbs,3 La Follette Point,Dallas,US,Texas,75323,214-695-1165
952,Fredrika,Triplet,40 Nelson Place,Peoria,US,Illinois,61656,309-872-2028
953,Baudoin,Castelijn,89702 Carey Point,Jamaica,US,New York,11470,917-717-2085
954,Fonz,Isakovitch,418 Graceland Park,Fort Wayne,US,Indiana,46805,260-626-2320
955,Marlowe,Lambkin,4 Melody Avenue,Las Vegas,US,Nevada,89140,702-486-8188
956,Stefanie,Winning,2824 Welch Trail,Nashville,US,Tennessee,37205,615-245-5132
957,Ashil,Shire,086 Rigney Lane,Spring,US,Texas,77386,713-952-2707
958,Kyle,Cumbridge,4 Memorial Parkway,Birmingham,US,Alabama,35225,205-141-9211
959,Wainwright,Lundbech,34 Maple Wood Lane,Washington,US,District of Columbia,20535,202-424-9397
960,Nicolette,Parbrook,7646 Cambridge Plaza,Midland,US,Michigan,48670,989-635-8523
961,Tate,Cristofolini,63820 Oak Avenue,Laurel,US,Maryland,20709,202-878-9304
962,Suzanna,Chalmers,8226 Charing Cross Pass,San Mateo,US,California,94405,805-767-6683
963,Cortney,Hymers,066 Warner Way,Greensboro,US,North Carolina,27499,336-356-9232
964,Iseabal,Romagosa,7 Schlimgen Street,Charlotte,US,North Carolina,28230,704-715-3159
965,Natasha,Troak,97 Brown Court,Roanoke,US,Virginia,24048,540-158-4875
966,Town,Cowope,94 Fisk Lane,San Francisco,US,California,94110,562-120-1466
967,Netta,Klemencic,358 Aberg Trail,Augusta,US,Georgia,30905,706-790-8252
968,Rudolph,Whistance,6 Sugar Alley,Philadelphia,US,Pennsylvania,19146,267-115-2667
969,Miof mela,Monkhouse,1 Armistice Crossing,Miami,US,Florida,33158,786-273-1855
970,Ives,Strevens,316 Summerview Way,Nashville,US,Tennessee,37215,615-967-0232
971,Ted,Hoffman,2 Pleasure Avenue,Inglewood,US,California,90310,310-417-9717
972,Eveleen,Try,7 Sachs Drive,Huntington,US,West Virginia,25721,304-997-1970
973,Freida,Sygrove,4366 Oak Road,Waco,US,Texas,76711,254-772-8305
974,Lucias,Grigorkin,407 Gale Park,Springfield,US,Massachusetts,01152,413-318-4089
975,Brigham,Ivashin,0677 Hallows Junction,Rochester,US,New York,14646,585-894-6181
976,Dean,Pepperill,01 Truax Lane,Metairie,US,Louisiana,70005,504-464-6589
977,Alysia,Amis,1259 Katie Road,Youngstown,US,Ohio,44555,330-324-7052
978,Lorene,Nestoruk,330 American Ash Way,Mount Vernon,US,New York,10557,914-264-8737
979,Othilie,Waind,5838 Lukken Park,Lansing,US,Michigan,48956,517-883-5224
980,Tami,Derrell,36231 Eastwood Alley,Pueblo,US,Colorado,81005,719-632-4474
981,Nobe,Munnings,9 Hansons Circle,Evansville,US,Indiana,47719,812-180-9878
982,Kristy,Embury,5577 Nevada Alley,Fayetteville,US,North Carolina,28314,910-301-0672
983,Dalila,Donn,627 Buena Vista Way,San Francisco,US,California,94177,415-912-4582
984,Jamesy,Mellor,761 Elgar Place,Columbia,US,Missouri,65211,573-774-7628
985,Godfry,Anglin,3128 Michigan Pass,San Diego,US,California,92153,619-706-9967
986,Tanhya,McNutt,3692 Vermont Crossing,Los Angeles,US,California,90030,213-302-6658
987,Mahmoud,Matzke,660 Schurz Avenue,Fort Lauderdale,US,Florida,33345,754-688-6021
988,Reynolds,Whetland,45483 Hayes Court,Amarillo,US,Texas,79165,806-882-6012
989,Winn,Sholl,9860 Bunker Hill Terrace,Des Moines,US,Iowa,50320,515-911-1749
990,Kellsie,Skydall,840 Moland Center,Saint Louis,US,Missouri,63121,314-905-8613
991,Dru,MacNeice,9 Fremont Circle,Virginia Beach,US,Virginia,23459,757-293-4908
992,Berta,Silbert,485 Oxford Terrace,Boston,US,Massachusetts,02163,978-880-0876
993,Allison,Grimster,9 Northland Way,Portland,US,Oregon,97296,503-634-0246
994,Hastie,Geach,0 Westend Road,Fullerton,US,California,92835,714-682-2033
995,Germain,Bothe,28369 Elmside Park,El Paso,US,Texas,79989,915-746-0714
996,Robenia,Gagg,745 Havey Court,Oklahoma City,US,Oklahoma,73129,405-897-3680
997,Gordie,Corcoran,918 Graceland Crossing,Tampa,US,Florida,33610,813-568-7008
998,Nellie,Cashin,85992 Continental Hill,Columbia,US,South Carolina,29225,803-270-4708
999,Binky,Jacklin,5 Village Crossing,Arlington,US,Texas,76004,817-624-8883
1000,Daryl,Dougary,7 Stone Corner Street,Santa Monica,US,California,90405,818-844-0505
